Place,Division,Class,Last Name,First Name,IDPA ID,Location,Shooter Number,Squad,Session,Completed,DNF,Categories,Total Score,Total PD,Hits on Non-Threat,Procedural Error,Failure to Do Right,Flagrant,Finger PE,Stage 1 Time,Stage 1 String 1,Stage 1 PD,Stage 1 Hits on Non-Threat,Stage 1 Procedural Error,Stage 1 Failure to Do Right,Stage 1 Flagrant,Stage 1 Finger PE,Stage 1 DNF,Stage 2 Time,Stage 2 String 1,Stage 2 PD,Stage 2 Hits on Non-Threat,Stage 2 Procedural Error,Stage 2 Failure to Do Right,Stage 2 Flagrant,Stage 2 Finger PE,Stage 2 DNF,Stage 3 Time,Stage 3 String 1,Stage 3 PD,Stage 3 Hits on Non-Threat,Stage 3 Procedural Error,Stage 3 Failure to Do Right,Stage 3 Flagrant,Stage 3 Finger PE,Stage 3 DNF,Stage 4 Time,Stage 4 String 1,Stage 4 PD,Stage 4 Hits on Non-Threat,Stage 4 Procedural Error,Stage 4 Failure to Do Right,Stage 4 Flagrant,Stage 4 Finger PE,Stage 4 DNF,Stage 5 Time,Stage 5 String 1,Stage 5 PD,Stage 5 Hits on Non-Threat,Stage 5 Procedural Error,Stage 5 Failure to Do Right,Stage 5 Flagrant,Stage 5 Finger PE,Stage 5 DNF,Stage 6 Time,Stage 6 String 1,Stage 6 PD,Stage 6 Hits on Non-Threat,Stage 6 Procedural Error,Stage 6 Failure to Do Right,Stage 6 Flagrant,Stage 6 Finger PE,Stage 6 DNF
11,SSP,MA,184 Itsarawut,Tong,,,,10,,1,0,,113.37,7,,,,,,16.47,16.47,,,,,,,,24.11,19.11,5,,,,,,,19.14,19.14,,,,,,,,17.83,16.83,1,,,,,,,16.37,16.37,,,,,,,,19.45,18.45,1,,,,,,
12,PCC,SS,088 Hay-Yin Ng,Christopher,,,,5,,1,0,,114.40,13,,,,,,19.94,16.94,3,,,,,,,22.54,21.54,1,,,,,,,20.12,17.12,3,,,,,,,18.90,15.90,3,,,,,,,16.42,13.42,3,,,,,,,16.48,16.48,,,,,,,
13,PCC,EX,044 Uttanam,Anuchit,,,,3,,1,0,Law Enforcement,115.54,13,,,,,,17.10,16.10,1,,,,,,,24.42,19.42,5,,,,,,,18.32,18.32,,,,,,,,19.27,17.27,2,,,,,,,15.13,14.13,1,,,,,,,21.30,17.30,4,,,,,,
14,SSP,MA,207 Srirongmuang,Siam,,,,12,,1,0,,117.09,12,,,,,,18.59,18.59,,,,,,,,20.56,18.56,2,,,,,,,18.00,17.00,1,,,,,,,24.94,16.94,8,,,,,,,16.99,16.99,,,,,,,,18.01,17.01,1,,,,,,
15,PCC,MM,166 Tinnarat,Apichart,,,,9,,1,0,Law Enforcement,120.14,8,3,,,,,33.37,17.37,1,3,,,,,,22.17,19.17,3,,,,,,,17.78,16.78,1,,,,,,,15.96,13.96,2,,,,,,,13.92,13.92,,,,,,,,16.94,15.94,1,,,,,,
16,PCC,EX,043 Tritipayapong,Panachai,,,,3,,1,0,Law Enforcement,121.45,14,,,,,,21.75,20.75,1,,,,,,,18.49,15.49,3,,,,,,,21.43,18.43,3,,,,,,,25.96,18.96,7,,,,,,,17.70,17.70,,,,,,,,16.12,16.12,,,,,,,
17,PCC,SS,053 Na Bangchang,Chatchai,,,,3,,1,0,Senior,121.62,12,,,,,,20.00,20.00,,,,,,,,29.02,22.02,7,,,,,,,20.62,19.62,1,,,,,,,21.43,17.43,4,,,,,,,14.22,14.22,,,,,,,,16.33,16.33,,,,,,,
18,CCP,MA,185 Pfenninger,Andy,,,,10,,1,0,Senior,122.20,7,,,,,,18.82,18.82,,,,,,,,20.80,18.80,2,,,,,,,21.15,20.15,1,,,,,,,22.45,20.45,2,,,,,,,17.31,17.31,,,,,,,,21.67,19.67,2,,,,,,
19,SPD,ALL,224 Wu,Garrett,,,,12,,1,0,,122.84,11,1,,,,,20.73,19.73,1,,,,,,,13.59,12.59,1,,,,,,,19.51,17.51,2,,,,,,,23.28,21.28,2,,,,,,,24.25,17.25,2,1,,,,,,21.48,18.48,3,,,,,,
20,SSP,MA,165 Ketkaeo,Pansa,,,,9,,1,0,Law Enforcement,123.54,14,,1,,,,20.48,17.48,,,1,,,,,21.13,17.13,4,,,,,,,21.79,17.79,4,,,,,,,19.69,17.69,2,,,,,,,20.98,18.98,2,,,,,,,19.47,17.47,2,,,,,,
21,CCP,MA,214 Uraisint,Sirawit,,,,12,,1,0,,123.78,9,,,,,,19.99,19.99,,,,,,,,22.12,20.12,2,,,,,,,23.06,18.06,5,,,,,,,21.13,19.13,2,,,,,,,15.50,15.50,,,,,,,,21.98,21.98,,,,,,,
22,CO,SS,212 Pinyosri,Chatchai,,,,12,,1,0,Law Enforcement,123.91,13,,,,,,17.73,17.73,,,,,,,,25.82,18.82,7,,,,,,,19.00,18.00,1,,,,,,,22.08,20.08,2,,,,,,,16.73,16.73,,,,,,,,22.55,19.55,3,,,,,,
23,PCC,MM,063 Chairat,Apison,,,,3,,1,0,Law Enforcement,125.64,11,,,,,,21.41,21.41,,,,,,,,22.26,21.26,1,,,,,,,18.92,17.92,1,,,,,,,27.04,19.04,8,,,,,,,18.72,17.72,1,,,,,,,17.29,17.29,,,,,,,
24,SSP,MA,085 Rueangpracha,Nararit,,,,5,,1,0,,126.14,2,,,,,,17.18,17.18,,,,,,,,16.49,16.49,,,,,,,,24.45,24.45,,,,,,,,28.90,26.90,2,,,,,,,18.39,18.39,,,,,,,,20.73,20.73,,,,,,,
25,CO,EX,156 Boonla,Vayupat,,,,9,,1,0,Law Enforcement,128.66,9,,,,,,15.51,15.51,,,,,,,,19.65,18.65,1,,,,,,,17.87,17.87,,,,,,,,25.44,18.44,7,,,,,,,29.31,29.31,,,,,,,,20.88,19.88,1,,,,,,
26,CO,SS,186 Yang,Qingzheng,,,,10,,1,0,,128.68,8,,,,,,18.95,18.95,,,,,,,,25.94,23.94,2,,,,,,,22.74,19.74,3,,,,,,,20.88,18.88,2,,,,,,,17.57,17.57,,,,,,,,22.60,21.60,1,,,,,,
27,ESP,EX,168 Tongsomboon,Kantaphat,,,,9,,1,0,,128.90,10,,,,,,20.11,20.11,,,,,,,,24.10,19.10,5,,,,,,,22.54,21.54,1,,,,,,,22.79,19.79,3,,,,,,,17.49,16.49,1,,,,,,,21.87,21.87,,,,,,,
28,CO,MM,155 Chanthadee,Karn,,,,9,,1,0,Law Enforcement,130.20,6,,,,,,21.04,21.04,,,,,,,,24.97,21.97,3,,,,,,,21.67,20.67,1,,,,,,,22.27,21.27,1,,,,,,,19.00,18.00,1,,,,,,,21.25,21.25,,,,,,,
29,ESP,MM,099 Hai,Nie Hong,,,,5,,1,0,,131.90,12,,,,,,18.38,18.38,,,,,,,,25.03,22.03,3,,,,,,,23.33,18.33,5,,,,,,,22.04,20.04,2,,,,,,,22.30,20.30,2,,,,,,,20.82,20.82,,,,,,,
30,CCP,SS,121 Pansiri,Montree,,,,7,,1,0,,133.78,27,,,,,,19.75,18.75,1,,,,,,,24.08,17.08,7,,,,,,,24.84,18.84,6,,,,,,,24.66,17.66,7,,,,,,,16.56,16.56,,,,,,,,23.89,17.89,6,,,,,,
31,SSP,SS,001 Sukhsong,Surapol,,,,1,,1,0,Senior,134.52,20,,,,,,19.90,19.90,,,,,,,,21.59,18.59,3,,,,,,,23.41,20.41,3,,,,,,,32.01,20.01,12,,,,,,,18.27,18.27,,,,,,,,19.34,17.34,2,,,,,,
32,CO,UN,140 Kotthanu,Yodsapol,,,,8,,1,0,Senior,134.88,8,,1,,,,21.41,20.41,1,,,,,,,22.25,21.25,1,,,,,,,27.92,22.92,2,,1,,,,,23.29,20.29,3,,,,,,,17.51,17.51,,,,,,,,22.50,21.50,1,,,,,,
33,CCP,SS,101 Gang,Han,,,,5,,1,0,,136.89,15,,,,,,18.04,18.04,,,,,,,,25.29,22.29,3,,,,,,,19.99,18.99,1,,,,,,,23.90,21.90,2,,,,,,,21.05,20.05,1,,,,,,,28.62,20.62,8,,,,,,
34,PCC,NV,141 Muanthong,Nutthawat,,,,8,,1,0,Law Enforcement,137.32,2,,,,,,30.77,30.77,,,,,,,,18.46,18.46,,,,,,,,21.32,21.32,,,,,,,,24.09,22.09,2,,,,,,,19.13,19.13,,,,,,,,23.55,23.55,,,,,,,
35,SSP,MM,100 Chao,Hua,,,,5,,1,0,,137.37,11,,,,,,23.12,21.12,2,,,,,,,22.90,20.90,2,,,,,,,22.43,20.43,2,,,,,,,20.03,19.03,1,,,,,,,23.62,21.62,2,,,,,,,25.27,23.27,2,,,,,,
36,SPD,ALL,225 Jiafan,Lian,,,,12,,1,0,,139.01,6,,1,,,,23.79,23.79,,,,,,,,24.63,21.63,,,1,,,,,22.60,20.60,2,,,,,,,21.84,19.84,2,,,,,,,21.00,20.00,1,,,,,,,25.15,24.15,1,,,,,,
37,CO,EX,222 Suriyasenee,Nachapol,,,,7,,1,0,,140.81,9,,,,,,19.98,19.98,,,,,,,,25.80,20.80,5,,,,,,,20.61,19.61,1,,,,,,,23.06,21.06,2,,,,,,,27.39,27.39,,,,,,,,23.97,22.97,1,,,,,,
38,CCP,EX,215 Yingsirithananont,Athipatch,,,,12,,1,0,,140.93,17,,,,,,19.21,18.21,1,,,,,,,30.21,21.21,9,,,,,,,22.26,21.26,1,,,,,,,22.51,20.51,2,,,,,,,20.82,20.82,,,,,,,,25.92,21.92,4,,,,,,
39,CCP,EX,002 Sodsoy,Nutthapong,,,,1,,1,0,Law Enforcement,141.03,21,,,,,,24.71,18.71,6,,,,,,,20.21,19.21,1,,,,,,,24.15,18.15,6,,,,,,,20.95,17.95,3,,,,,,,28.02,27.02,1,,,,,,,22.99,18.99,4,,,,,,
40,SSP,UN,229 Detudom,Lattavit,,,,5,,1,0,,143.94,31,,,,,,22.97,19.97,3,,,,,,,22.92,18.92,4,,,,,,,25.76,16.76,9,,,,,,,22.88,17.88,5,,,,,,,25.42,21.42,4,,,,,,,23.99,17.99,6,,,,,,
41,ESP,MM,076 Chuklin,Thanachai,,,,4,,1,0,Senior,144.03,8,,1,,,,21.03,21.03,,,,,,,,29.18,23.18,3,,1,,,,,22.82,22.82,,,,,,,,27.67,25.67,2,,,,,,,18.49,18.49,,,,,,,,24.84,21.84,3,,,,,,
42,CCP,NV,139 Chanawiset,Boss,,,,8,,1,0,,144.45,12,,1,,,,22.28,22.28,,,,,,,,25.55,21.55,4,,,,,,,28.21,20.21,5,,1,,,,,25.67,24.67,1,,,,,,,21.43,19.43,2,,,,,,,21.31,21.31,,,,,,,
43,PCC,NV,029 Kodom,Sasirin,,,,2,,1,0,Lady,144.64,11,,,,,,28.53,28.53,,,,,,,,27.46,24.46,3,,,,,,,22.37,21.37,1,,,,,,,24.48,18.48,6,,,,,,,19.28,19.28,,,,,,,,22.52,21.52,1,,,,,,
44,SPD,ALL,226 Teng,Wang,,,,12,,1,0,,145.44,4,,,,,,22.62,22.62,,,,,,,,24.16,23.16,1,,,,,,,23.50,22.50,1,,,,,,,26.85,25.85,1,,,,,,,23.81,22.81,1,,,,,,,24.50,24.50,,,,,,,
45,SPD,ALL,223 Xiaojian,Hu,,,,12,,1,0,,146.27,7,,,,,,22.29,22.29,,,,,,,,26.37,23.37,3,,,,,,,25.09,24.09,1,,,,,,,27.41,25.41,2,,,,,,,20.85,19.85,1,,,,,,,24.26,24.26,,,,,,,
46,SSP,SS,086 Jamjey,Pathompong,,,,5,,1,0,,146.30,15,,,,,,24.02,22.02,2,,,,,,,26.17,24.17,2,,,,,,,29.53,23.53,6,,,,,,,23.33,20.33,3,,,,,,,21.31,21.31,,,,,,,,21.94,19.94,2,,,,,,
47,CDP,MA,093 Pruekamnuai,Phuriphat,,,,5,,1,0,,147.45,31,,1,,,,16.96,15.96,1,,,,,,,24.66,19.66,5,,,,,,,23.22,18.22,5,,,,,,,28.02,17.02,11,,,,,,,26.91,19.91,4,,1,,,,,27.68,22.68,5,,,,,,
48,CO,MM,170 Tinrach,Amnat,,,,10,,1,0,Law Enforcement,148.45,26,1,,,,,24.77,18.77,6,,,,,,,31.35,18.35,8,1,,,,,,21.75,19.75,2,,,,,,,25.33,20.33,5,,,,,,,24.37,19.37,5,,,,,,,20.88,20.88,,,,,,,
49,PCC,NV,020 Chintawan,Satit,,,,1,,1,0,Senior,148.61,8,,1,,,,30.45,27.45,,,1,,,,,29.29,26.29,3,,,,,,,20.26,20.26,,,,,,,,23.83,19.83,4,,,,,,,20.63,19.63,1,,,,,,,24.15,24.15,,,,,,,
50,CO,SS,056 Molee,Jaknarin,,,,3,,1,0,,148.68,20,,1,,,,20.85,20.85,,,,,,,,24.98,22.98,2,,,,,,,22.74,18.74,4,,,,,,,29.98,26.98,3,,,,,,,17.49,17.49,,,,,,,,32.64,18.64,11,,1,,,,
51,PCC,UN,061 Nasingkhan,Supawat,,,,3,,1,0,Law Enforcement,148.69,8,,,,,,22.58,21.58,1,,,,,,,25.46,25.46,,,,,,,,25.67,23.67,2,,,,,,,24.03,22.03,2,,,,,,,21.99,20.99,1,,,,,,,28.96,26.96,2,,,,,,
52,ESP,SS,077 Thumweerayothin,Thossapoom,,,,4,,1,0,,149.18,35,,,,,,21.96,20.96,1,,,,,,,30.24,19.24,11,,,,,,,23.31,18.31,5,,,,,,,25.11,21.11,4,,,,,,,20.93,15.93,5,,,,,,,27.63,18.63,9,,,,,,
53,ESP,NV,192 Khanchalee,Ponsun,,,,11,,1,0,Law Enforcement,149.53,21,,,,,,23.82,19.82,4,,,,,,,26.71,19.71,7,,,,,,,22.95,20.95,2,,,,,,,28.07,24.07,4,,,,,,,21.45,19.45,2,,,,,,,26.53,24.53,2,,,,,,
54,ESP,SS,216 Roopkhamdee,Suphinya,,,,12,,1,0,Lady,150.53,18,,,,,,21.09,21.09,,,,,,,,29.62,24.62,5,,,,,,,22.72,19.72,3,,,,,,,25.58,23.58,2,,,,,,,21.36,21.36,,,,,,,,30.16,22.16,8,,,,,,
55,CDP,SS,074 Adchariyayot,Kriengsak,,,,4,,1,0,,150.63,19,,,,,,22.94,22.94,,,,,,,,34.27,25.27,9,,,,,,,24.64,22.64,2,,,,,,,25.14,21.14,4,,,,,,,22.69,20.69,2,,,,,,,20.95,18.95,2,,,,,,
56,CCP,SS,097 Patcharoen,Nattakit,,,,5,,1,0,Senior,151.20,15,,,,,,29.16,29.16,,,,,,,,20.21,19.21,1,,,,,,,25.72,23.72,2,,,,,,,27.38,24.38,3,,,,,,,18.83,17.83,1,,,,,,,29.90,21.90,8,,,,,,
57,CCP,MM,147 Daosiriroj,Chatthawat,,,,8,,1,0,,152.63,15,,,,,,23.98,23.98,,,,,,,,24.21,20.21,4,,,,,,,24.79,21.79,3,,,,,,,25.67,23.67,2,,,,,,,27.03,24.03,3,,,,,,,26.95,23.95,3,,,,,,
58,CO,NV,079 Yongying,Pradya,,,,4,,1,0,,153.26,16,,,,,,22.17,21.17,1,,,,,,,29.54,26.54,3,,,,,,,26.99,21.99,5,,,,,,,31.08,26.08,5,,,,,,,21.73,21.73,,,,,,,,21.75,19.75,2,,,,,,
59,ESP,EX,231 Kasornsokon,Visut,,,,5,,1,0,,153.92,35,1,,,,,26.55,23.55,3,,,,,,,30.57,15.57,10,1,,,,,,19.55,16.55,3,,,,,,,31.01,19.01,12,,,,,,,25.06,22.06,3,,,,,,,21.18,17.18,4,,,,,,
60,CCP,MM,078 Laklaem,Jakarin,,,,4,,1,0,,154.03,17,1,,,,,23.23,23.23,,,,,,,,25.47,24.47,1,,,,,,,36.21,23.21,8,1,,,,,,24.84,19.84,5,,,,,,,20.69,20.69,,,,,,,,23.59,20.59,3,,,,,,
61,CO,UN,218 Akatchai,Pitakpon,,,,12,,1,0,Law Enforcement,154.54,6,,3,,,,19.62,19.62,,,,,,,,23.59,21.59,2,,,,,,,27.38,21.38,3,,1,,,,,26.71,26.71,,,,,,,,30.42,24.42,,,2,,,,,26.82,25.82,1,,,,,,
62,CDP,SS,095 Ukosakul,Chanakan,,,,5,,1,0,,154.88,19,1,1,,,,28.14,28.14,,,,,,,,23.18,21.18,2,,,,,,,22.97,20.97,2,,,,,,,19.65,18.65,1,,,,,,,27.66,20.66,2,1,,,,,,33.28,18.28,12,,1,,,,
63,SSP,MM,010 Chittong,Umnarj,,,,1,,1,0,,155.35,19,1,,,,,22.24,20.24,2,,,,,,,28.99,22.99,6,,,,,,,21.12,21.12,,,,,,,,23.12,21.12,2,,,,,,,35.39,24.39,6,1,,,,,,24.49,21.49,3,,,,,,
64,CDP,SS,176 Tuck,David,,,,10,,1,0,Senior,155.85,21,,,,,,20.65,20.65,,,,,,,,25.35,23.35,2,,,,,,,33.51,23.51,10,,,,,,,25.92,22.92,3,,,,,,,25.10,19.10,6,,,,,,,25.32,25.32,,,,,,,
65,SSP,MM,164 Kongpet,Sawapat,,,,9,,1,0,Law Enforcement,155.93,24,,,,,,24.62,24.62,,,,,,,,25.35,23.35,2,,,,,,,25.79,18.79,7,,,,,,,27.77,21.77,6,,,,,,,24.69,22.69,2,,,,,,,27.71,20.71,7,,,,,,
66,SSP,MM,098 Sookmano,Pavara,,,,5,,1,0,,156.53,40,,,,,,19.43,17.43,2,,,,,,,29.51,19.51,10,,,,,,,24.55,17.55,7,,,,,,,26.56,20.56,6,,,,,,,31.57,23.57,8,,,,,,,24.91,17.91,7,,,,,,
67,SSP,NV,172 Sriton,Chalemrat,,,,10,,1,0,Law Enforcement,157.03,13,,,,,,25.87,22.87,3,,,,,,,26.30,23.30,3,,,,,,,29.24,26.24,3,,,,,,,31.43,27.43,4,,,,,,,23.85,23.85,,,,,,,,20.34,20.34,,,,,,,
68,CDP,MA,232 Hirunsurong,Sombat,,,,4,,1,0,,157.15,29,,,,,,21.08,20.08,1,,,,,,,25.73,21.73,4,,,,,,,26.29,20.29,6,,,,,,,30.63,18.63,12,,,,,,,32.44,26.44,6,,,,,,,20.98,20.98,,,,,,,
69,SSP,MM,163 Ondee,Thiraphat,,,,9,,1,0,Law Enforcement,157.27,15,,,,,,27.48,25.48,2,,,,,,,30.64,25.64,5,,,,,,,22.77,21.77,1,,,,,,,28.66,23.66,5,,,,,,,21.41,19.41,2,,,,,,,26.31,26.31,,,,,,,
70,ESP,EX,014 Dsct,Arm,,,,1,,1,0,,159.23,10,,1,,,,22.94,22.94,,,,,,,,33.28,29.28,4,,,,,,,23.77,21.77,2,,,,,,,28.63,26.63,2,,,,,,,25.80,21.80,1,,1,,,,,24.81,23.81,1,,,,,,
71,SSP,SS,145 Yooyen,Sathaporn,,,,8,,1,0,Law Enforcement,159.36,20,,,,,,26.05,26.05,,,,,,,,29.03,24.03,5,,,,,,,25.79,21.79,4,,,,,,,28.83,19.83,9,,,,,,,23.71,23.71,,,,,,,,25.95,23.95,2,,,,,,
72,SSP,SS,059 Wongsearaya,Yosawat,,,,3,,1,0,Law Enforcement,159.59,32,,1,,,,22.01,22.01,,,,,,,,26.17,19.17,4,,1,,,,,26.56,22.56,4,,,,,,,41.68,23.68,18,,,,,,,21.57,19.57,2,,,,,,,21.60,17.60,4,,,,,,
73,BUG,EX,137 Pansuwan,Tanapat,,,,8,,1,0,,159.73,29,,,,,,20.82,20.82,,,,,,,,22.33,18.33,4,,,,,,,29.00,19.00,10,,,,,,,34.03,26.03,8,,,,,,,28.27,25.27,3,,,,,,,25.28,21.28,4,,,,,,
74,CCP,NV,011 Inpramool,Rataphum,,,,1,,1,0,,160.24,25,,,,,,25.71,22.71,3,,,,,,,23.06,19.06,4,,,,,,,29.21,20.21,9,,,,,,,27.95,23.95,4,,,,,,,28.49,26.49,2,,,,,,,25.82,22.82,3,,,,,,
75,CCP,NV,210 Maneechansuk,Ekkaphong,,,,12,,1,0,,160.65,14,,,,,,21.84,20.84,1,,,,,,,28.62,22.62,6,,,,,,,22.73,21.73,1,,,,,,,36.36,34.36,2,,,,,,,23.90,22.90,1,,,,,,,27.20,24.20,3,,,,,,
76,ESP,NV,208 Ditsaranonta,Nititorn,,,,12,,1,0,,160.84,17,,1,,,,24.86,23.86,1,,,,,,,25.22,21.22,4,,,,,,,29.69,20.69,6,,1,,,,,28.09,24.09,4,,,,,,,26.95,25.95,1,,,,,,,26.03,25.03,1,,,,,,
77,SSP,NV,006 Sodsomta,Phennapa,,,,1,,1,0,Lady,163.89,13,,,,,,23.93,23.93,,,,,,,,22.30,22.30,,,,,,,,31.53,27.53,4,,,,,,,32.15,30.15,2,,,,,,,24.33,23.33,1,,,,,,,29.65,23.65,6,,,,,,
78,CCP,MM,108 Kongkaew,Thirawat,,,,6,,1,0,Law Enforcement,163.96,9,1,1,,,,27.24,27.24,,,,,,,,25.81,23.81,2,,,,,,,26.41,25.41,1,,,,,,,31.46,23.46,5,,1,,,,,30.23,24.23,1,1,,,,,,22.81,22.81,,,,,,,
79,ESP,SS,162 Panoi,Phuchit,,,,9,,1,0,Law Enforcement,164.27,25,,1,,,,24.68,22.68,2,,,,,,,22.96,20.96,2,,,,,,,30.06,23.06,7,,,,,,,40.37,29.37,11,,,,,,,19.44,17.44,2,,,,,,,26.76,22.76,1,,1,,,,
80,CO,NV,169 Rachatamongkol,Pongpohn,,,,10,,1,0,Law Enforcement,165.70,20,,1,,,,28.28,25.28,,,1,,,,,28.55,23.55,5,,,,,,,29.40,22.40,7,,,,,,,29.52,26.52,3,,,,,,,22.70,18.70,4,,,,,,,27.25,26.25,1,,,,,,
81,CO,EX,202 Boopeas,Alongkron,,,,11,,1,0,,165.79,36,,1,,,,23.58,19.58,4,,,,,,,31.68,18.68,13,,,,,,,28.78,26.78,2,,,,,,,30.50,16.50,11,,1,,,,,21.78,20.78,1,,,,,,,29.47,24.47,5,,,,,,
82,CCP,NV,034 Tongutid,Pawin,,,,2,,1,0,Law Enforcement,165.83,22,,,,,,22.91,22.91,,,,,,,,31.05,24.05,7,,,,,,,28.98,24.98,4,,,,,,,31.80,26.80,5,,,,,,,25.42,21.42,4,,,,,,,25.67,23.67,2,,,,,,
83,CO,MM,198 Akkapram,Kidchanayod,,,,11,,1,0,,165.96,18,,,,,,22.02,22.02,,,,,,,,28.76,22.76,6,,,,,,,27.23,24.23,3,,,,,,,32.38,27.38,5,,,,,,,26.69,25.69,1,,,,,,,28.88,25.88,3,,,,,,
84,ESP,NV,230 Ranchana,Apichart,,,,1,,1,0,,166.21,12,,,,,,28.01,27.01,1,,,,,,,31.33,26.33,5,,,,,,,25.00,25.00,,,,,,,,29.99,27.99,2,,,,,,,23.06,22.06,1,,,,,,,28.82,25.82,3,,,,,,
85,REV,EX,150 Singsomboon,Tavesak,,,,8,,1,0,Senior,166.52,9,,,,,,29.01,29.01,,,,,,,,26.45,24.45,2,,,,,,,29.02,26.02,3,,,,,,,31.27,29.27,2,,,,,,,25.38,24.38,1,,,,,,,25.39,24.39,1,,,,,,
86,PCC,NV,160 Worrachotepitipatch,Pitipatch,,,,9,,1,0,,167.18,14,,2,,,,27.07,27.07,,,,,,,,29.78,24.78,5,,,,,,,23.75,23.75,,,,,,,,26.61,15.61,5,,2,,,,,41.77,39.77,2,,,,,,,18.20,16.20,2,,,,,,
87,CCP,UN,041 Meepandee,Eakkawit,,,,2,,1,0,,167.28,21,,1,,,,23.60,23.60,,,,,,,,31.03,23.03,5,,1,,,,,32.22,22.22,10,,,,,,,27.69,25.69,2,,,,,,,25.88,23.88,2,,,,,,,26.86,24.86,2,,,,,,
